Country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Guatemala,3.200000048,2.963000059,2.859999895,2.694999933,2.502000093,2.387000084,2.177000046,1.988999963,1.899999976,1.419999957,1.299999952,3.130000114,3.400000095,3.130000114,2.463999987,1.820000052,2.5,2.802999973,3.099999905,3.74000001,4.130000114,2.869999886,3.319999933,2.910000086,2.700000048,2.829999924,2.734999895
Guam,3.519999981,3.839999914,5.519999981,7.599999905,7.900000095,8.279999733,9.670000076,7.739999771,13.94999981,15.31999969,13,11.39000034,9.336999893,7.699999809,7,7.400000095,8.300000191,8.88599968,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,5.410999775
Guyana,12.52999973,11.89999962,11.58899975,11.33600044,12.13399982,11.18700027,11.50899982,13.65999985,12.03600025,13.13000011,11.88099957,11.81000042,11.99300003,11.06999969,11.81299973,10.69999981,10.2840004,11.51399994,11.15400028,10.88099957,10.75399971,11.07600021,11.15799999,11.64900017,11.90600014,11.8579998,11.79199982
High income,6.870166332,7.400793408,7.866372,7.85355871,7.409485569,7.403272768,7.1505823,7.071338287,6.923951783,6.517940594,6.495053163,6.99607484,7.142053927,6.966126979,6.664218854,6.117083516,5.595599579,5.870884557,7.979244884,8.261276503,7.94202797,7.973082443,7.874310357,7.260081417,6.635946931,6.186944338,5.694676374
"Hong Kong SAR, China",1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.309999943,3.420000076,3.289999962,3.380000114,3.279999971,3.299999952,3.352999926,3.173000097
Honduras,4.579999924,3.099999905,3.118000031,3.125,3.24000001,4.369999886,3.319999933,4.019999981,3.619999886,3.628000021,3.809999943,3.829999924,5.099999905,5.989999771,4,3.109999895,2.920000076,2.99000001,3.279999971,4.099999905,4.269999981,3.75,4.099999905,5.489999771,4.590000153,4.670000076,4.461999893
Heavily indebted poor countries (HIPC),6.274689155,6.140119092,6.286882053,6.234624364,6.288343374,6.56637701,6.632029349,6.804962155,7.080853901,7.061747295,6.995238144,6.633854486,6.477344731,6.361573209,6.114200881,6.072822741,6.031236604,5.971784293,5.92649258,6.036576275,5.840183987,5.600469601,5.429320339,5.390238616,5.434586884,5.460123289,5.482052497
Croatia,11.14000034,11.00599957,10.98900032,11.55599976,10.93299961,9.949999809,9.909999847,11.39000034,13.56000042,16.05999947,15.81999969,15.05000019,13.92000008,13.65999985,12.60000038,11.13000011,9.909999847,8.529999733,9.199999809,11.61999989,13.68000031,15.93000031,17.25,17.29000092,16.18000031,13.10000038,10.77999973
Haiti,7.644999981,7.886000156,7.914000034,7.978000164,6.953000069,7.159999847,7.243999958,7.263000011,7.199999809,8.588000298,10.11200047,11.36999989,12.63300037,14.48600006,15.02900028,16.15399933,16.79999924,16.55400085,15.46700001,15.9460001,13.71800041,14.10000038,13.85299969,13.93900013,14.04500008,14.00199986,13.98799992
Hungary,9.770000458,9.93999958,12.10000038,10.85000038,10.17000008,10.02000046,8.989999771,8.930000305,6.929999828,6.559999943,5.670000076,5.610000134,5.789999962,5.829999924,7.190000057,7.489999771,7.409999847,7.820000172,10.02999973,11.17000008,11.02999973,11,10.18000031,7.730000019,6.809999943,5.110000134,4.330999851
IBRD only,5.633596238,5.222495521,5.22660199,5.55022195,5.657700929,5.74829591,5.905346086,6.205180938,6.393861382,6.456637269,6.217594137,6.209521668,6.10053756,5.955207532,5.85724684,5.566024119,5.266241941,5.477178943,5.514509853,5.349860387,5.171365499,5.171075613,5.128333322,5.099603539,5.23070963,5.404972459,5.487356986
IDA & IBRD total,5.601279376,5.2363949,5.227173269,5.496969001,5.60899134,5.730833935,5.895426703,6.150090551,6.310877329,6.369604965,6.201074186,6.178266254,6.097411436,5.957230637,5.853280142,5.561679947,5.299846597,5.476399772,5.532531133,5.281087398,5.136960331,5.135225001,5.12115024,5.079698829,5.218469627,5.417117768,5.486298718
IDA total,5.436725397,5.306562314,5.230028953,5.233699148,5.370919844,5.646449156,5.848104881,5.890414587,5.92379397,5.968859247,6.125909146,6.037550281,6.083502267,5.966146519,5.836005511,5.543106068,5.441290207,5.473175883,5.605706862,5.006385031,5.001873234,4.996995232,5.093925195,5.005521999,5.173755282,5.460670174,5.482578714
IDA blend,6.423030124,6.172809738,5.608451948,5.582407592,5.862392925,6.189490225,6.369512491,6.295076507,6.307772816,6.702037323,6.90555633,6.855162941,6.972543463,6.591180951,6.639121272,5.995707329,5.590928813,5.522716816,5.835781848,4.123799162,4.144747881,4.443442459,4.816824089,4.636269753,5.15838008,6.075756046,6.121139875
Indonesia,2.589999914,2.74000001,3.111999989,3.461999893,3.821000099,4,4.699999809,5.460000038,6.300000191,6.079999924,5.880000114,6.340000153,6.179999828,6.710000038,7.710000038,7.550000191,8.06000042,7.210000038,6.110000134,5.610000134,5.150000095,4.46999979,4.340000153,4.050000191,4.510000229,4.119999886,4.282999992
IDA only,5.011690095,4.934067865,5.068314212,5.084702906,5.163296025,5.416582304,5.626847002,5.719191116,5.761458832,5.658197989,5.796492101,5.69220533,5.706703606,5.700598271,5.493088885,5.348211881,5.376917049,5.451870037,5.506228316,5.382955688,5.36798827,5.234056113,5.212886523,5.163865968,5.180388899,5.193559717,5.206120852
India,3.832000017,3.717000008,3.740999937,3.65199995,3.71600008,3.813999891,4.059999943,4.06400013,4.063000202,4.316999912,4.326000214,4.43200016,4.308000088,4.368999958,4.395999908,4.236999989,4.059999943,4.116000175,3.750999928,3.539999962,3.529000044,3.621000051,3.463999987,3.414000034,3.49000001,3.505000114,3.523000002
Ireland,15.77999973,15.02999973,15.59000015,14.56999969,11.97999954,11.72000027,10.19999981,7.699999809,5.800000191,4.320000172,3.680000067,4.21999979,4.480000019,4.489999771,4.340000153,4.409999847,4.670000076,6.400000095,12.01000023,13.85000038,14.61999989,14.67000008,13.03999996,11.26000023,9.399999619,7.889999866,6.399000168
"Iran, Islamic Rep.",11.10000038,10.33100033,9.869999886,9.302000046,9.039999962,9.100000381,10.23799992,11.6789999,12.93999958,14.63799953,14.6079998,12.80000019,12.13199997,10.30000019,12.10000038,11.25,10.60000038,10.47999954,11.97000027,13.52000046,12.30000019,12.21000004,10.43999958,10.56999969,11.06000042,12.43000031,13.10200024
Iraq,17.56399918,21.09600067,21.81599998,18.62000084,17.7140007,21.56900024,20.37700081,21.1060009,20.31100082,17.9470005,17.65099907,17.43600082,20.8560009,20.57600021,17.96999931,17.5,16.63999939,15.34000015,13.28199959,11.22999954,8,8.244000435,7.901000023,7.559000015,7.721000195,7.959000111,8.170999527
Iceland,2.549999952,4.300000191,5.260000229,5.329999924,5.199999809,3.599999905,3.720000029,3.069999933,2.180000067,1.940000057,1.870000005,2.99000001,4,4.03000021,2.549999952,2.829999924,2.25,2.950000048,7.21999979,7.559999943,7.03000021,6,5.380000114,4.900000095,3.980000019,2.980000019,2.875999928
Israel,13.39000034,14.07999992,12.73999977,9.930000305,8.779999733,8.460000038,9.75,10.75,11.18000031,11.10000038,11.81000042,12.89000034,13.51000023,13.02999973,11.34000015,10.71000004,9.380000114,7.699999809,9.529999733,8.479999542,7.139999866,6.860000134,6.210000038,5.889999866,5.25,4.800000191,4.270999908
Italy,10.10000038,9.329999924,10.23999977,11.09000015,11.67000008,11.86999989,12,12.11999989,11.68999958,10.84000015,9.600000381,9.210000038,8.869999886,7.869999886,7.730000019,6.78000021,6.079999924,6.71999979,7.75,8.359999657,8.359999657,10.64999962,12.14999962,12.68000031,11.89999962,11.68999958,11.33500004
Jamaica,15.73999977,15.39999962,16.31999969,15.34000015,16.22999954,16.01000023,16.35000038,15.5,15.73999977,15.51000023,14.93000031,14.34000015,11.73999977,11.43999958,10.88000011,9.569999695,9.260000229,10.32999992,11.35999966,12.36999989,12.69999981,13.93000031,15.25,13.73999977,13.51000023,13.18999958,12.44799995
Jordan,19.86700058,20.27899933,19.70000076,18.17900085,14.60000038,13.69999981,13.63799953,13.50399971,13.42500019,13.69999981,14.69999981,15.30000019,14.5,14.54599953,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07499981,15.27499962,14.92199993
Japan,2.089999914,2.160000086,2.50999999,2.890000105,3.150000095,3.349999905,3.390000105,4.110000134,4.679999828,4.730000019,5.039999962,5.369999886,5.25,4.710000038,4.420000076,4.130000114,3.849999905,3.980000019,5.079999924,5.070000172,4.550000191,4.349999905,4.03000021,3.579999924,3.329999924,3.130000114,2.83100009
Kazakhstan,1.136000037,1.128000021,1.110000014,7.539999962,10.97999954,12.96000004,13,13.10000038,13.46000004,12.75,10.43000031,9.329999924,8.779999733,8.399999619,8.130000114,7.789999962,7.260000229,6.630000114,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.059999943,4.929999828,4.960000038,4.860000134
Kenya,10.23900032,10.20199966,10.16300011,10.13000011,10.09399986,10.06999969,10.02999973,10.02900028,10,10.11299992,10.24400043,10.31999969,10.41300011,10.48099995,10.52499962,10.67199993,10.82699966,10.93099976,12.17000008,12.0880003,11.98799992,11.87699986,11.76500034,11.66699982,11.5880003,11.52000046,11.47000027
Kyrgyz Republic,5.486999989,5.096000195,5.137000084,5.245999813,5.513999939,7.244999886,7.399000168,7.473999977,7.605000019,7.5,7.800000191,12.55000019,9.920000076,8.529999733,8.109999657,8.270000458,8.149999619,8.220000267,8.409999847,8.640000343,8.529999733,8.430000305,8.329999924,8.050000191,7.559999943,7.210000038,7.28399992
Cambodia,0.874000013,0.847000003,0.833000004,0.855000019,0.846000016,0.839999974,2.993000031,5.260000229,3.809999943,2.470000029,1.820000052,2.00999999,2.082000017,2.34800005,1.998999953,1.641000032,0.870000005,0.439999998,0.189999998,0.349999994,0.200000003,0.159999996,0.300000012,0.180000007,0.179000005,0.197999999,0.216000006
"Korea, Rep.",2.410000086,2.50999999,2.880000114,2.480000019,2.059999943,2.049999952,2.609999895,6.960000038,6.340000153,4.420000076,4,3.279999971,3.559999943,3.670000076,3.730000019,3.450000048,3.230000019,3.160000086,3.640000105,3.720000029,3.410000086,3.220000029,3.119999886,3.529999971,3.630000114,3.710000038,3.755000114
Kuwait,0.671000004,0.834999979,0.800000012,0.699999988,2.130000114,0.699999988,0.699999988,0.699999988,0.699999988,0.800000012,0.800000012,1.100000024,1.299999952,1.700000048,1.950000048,1.299999952,1.5,1.75,1.639999986,1.820000052,3.599999905,2.671999931,2.545000076,2.900000095,2.200000048,2.107000113,2.079999924
Latin America & Caribbean (excluding high income),7.694067924,6.293789647,6.271405038,8.247671821,7.717912064,8.008110156,7.781830328,8.220187714,9.080464333,10.63729583,8.78107464,9.129879114,8.986824529,8.320405554,7.952594192,7.371528414,6.863822175,7.338085258,7.407306349,7.180692734,6.402358535,6.434018289,6.297942271,6.069057709,6.548969184,7.798466462,8.258230577
Lao PDR,2.608999968,2.628000021,2.609999895,2.622999907,2.599999905,2.438999891,2.282999992,2.109999895,1.962000012,1.832000017,1.671000004,1.537999988,1.39199996,1.256999969,1.350000024,1.210999966,1.059999943,0.912999988,0.763999999,0.709999979,0.700999975,0.68900001,0.67900002,0.663999975,0.649999976,0.661000013,0.671000004
Lebanon,9.086999893,8.593999863,8.675000191,8.675000191,8.555999756,8.399000168,8.619999886,8.211000443,7.899000168,7.835999966,7.776000023,7.622000217,7.445000172,7.849999905,8.137000084,8.407999992,8.979999542,7.572000027,6.349999905,6.263999939,6.085000038,6.169000149,6.191999912,6.18599987,6.149000168,6.228000164,6.290999889
Liberia,5.642000198,5.678999901,5.699999809,5.709000111,5.688000202,5.65199995,5.561999798,5.573999882,5.580999851,5.552000046,5.592000008,5.590000153,5.664999962,5.617000103,5.613999844,5.609000206,5.599999905,4.760000229,3.91899991,2.269999981,2.263999939,2.259000063,2.255000114,2.273000002,2.272000074,2.338000059,2.388999939
Libya,20.17399979,19.41900063,19.36100006,19.82600021,18.65699959,19.88100052,19.62800026,19.61499977,19.62299919,19.80699921,19.31399918,19.29100037,20.32999992,19.5170002,19.99300003,19.43099976,19.29500008,18.87100029,18.28300095,18.61599922,15.79300022,19.03000069,18.74099922,18.48800087,18.35700035,18.42300034,17.68400002
St. Lucia,17.80999947,16.68499947,17.32600021,17.01000023,16.29999924,16.31999969,20.46999931,21.60000038,18.09000015,16.48999977,13.07999992,20.38999939,22.18000031,20.96999931,18.70000076,16,14,12.72000027,15.36999989,20.63999939,18.86000061,19.05999947,22.20999908,22.65500069,24.09000015,21.26000023,20.9829998
Latin America & Caribbean,7.733841035,6.384063693,6.361482649,8.268111201,7.726038261,8.056347948,7.826968219,8.230462716,9.143981246,10.61237478,8.853341219,9.197556236,9.044815564,8.377831503,8.001635237,7.417870445,6.904678664,7.368242738,7.507352609,7.263970087,6.47783766,6.4816374,6.334604261,6.124159641,6.574285247,7.780301132,8.230124882
Least developed countries: UN classification,5.331643171,5.268862808,5.402173581,5.412258781,5.504308657,5.63079106,5.793700573,5.964473866,6.014195607,6.005666531,6.016583226,5.890014351,6.0093532,6.047907644,5.851538095,5.715185337,5.676826604,5.628151569,5.639151086,5.415757159,5.268648427,5.182101148,5.229577324,5.181950108,5.221344174,5.247931976,5.276203273
Low income,5.535277695,5.452865796,5.498052541,5.44619145,5.582891476,5.653313724,5.808773491,5.928366393,6.019468415,5.981771208,5.937939486,5.661562139,5.620333028,5.622646309,5.496639267,5.59201776,5.590289991,5.584451946,5.462855236,5.530561761,5.47984801,5.363352387,5.292115574,5.245644278,5.288907926,5.310931695,5.315488514
Sri Lanka,14.65999985,14.22000027,13.81999969,13.02999973,12.27000046,11.35000038,10.60000038,9.170000076,8.880000114,7.739999771,7.900000095,8.760000229,8.220000267,8.380000114,7.670000076,6.5,5.96999979,5.21999979,5.849999905,4.940000057,4.110000134,3.880000114,4.440000057,4.400000095,4.670000076,4.369999886,4.078999996
Lower middle income,4.743819873,4.622610173,4.661710474,4.678411452,4.833468825,4.923090282,5.198492538,5.310781392,5.340371475,5.458494597,5.519609614,5.591668639,5.544406867,5.531554913,5.593311695,5.302622585,5.162366543,5.093223652,4.986141579,4.559489402,4.463101247,4.440091338,4.44267698,4.385382433,4.535344352,4.627290998,4.660168012
Low & middle income,5.55671617,5.192050643,5.174561412,5.432590786,5.561597197,5.670292521,5.847137255,6.107668103,6.239094393,6.267899337,6.082223396,6.050794087,5.97425424,5.839888028,5.747506379,5.48761086,5.256672915,5.450415208,5.494220547,5.23650546,5.096912098,5.09561913,5.082131169,5.049013679,5.19797979,5.406882943,5.484196479
Lesotho,36.43600082,33.19300079,38.52700043,36.97600174,41.55699921,35.88100052,39.29999924,44.1570015,27.27000046,22.95599937,28.35199928,34.64099884,30.37000084,38.04000092,37.22499847,34.95399857,34.85200119,35.45999908,34.38399887,25.85700035,28.19000053,23.15699959,24.57999992,24.75699997,26.97500038,27.78199959,27.24500084
Late-demographic dividend,5.792339518,5.129060455,5.096404791,5.632694972,5.598837036,5.650414568,5.81317215,6.171792002,6.318489518,6.338943183,5.850064477,5.687138996,5.619910022,5.50334375,5.32105979,5.069288655,4.701257253,5.160632332,5.28792379,5.145929897,5.007352048,5.03296224,5.047154228,4.981062411,5.132741554,5.396925079,5.481113138
Lithuania,17.58699989,17.22699928,17.46299934,17.32999992,17.54000092,16.39999962,14.13000011,13.71000004,13.39000034,15.93000031,16.84000015,13.01000023,12.86999989,10.68000031,8.319999695,5.78000021,4.25,5.829999924,13.78999996,17.80999947,15.39000034,13.35999966,11.77000046,10.69999981,9.119999886,7.860000134,7.092999935
Luxembourg,1.480000019,2.029999971,2.329999924,3.480000019,2.920000076,3.289999962,2.529999971,2.75999999,2.390000105,2.349999905,1.799999952,2.619999886,3.680000067,5.110000134,4.489999771,4.730000019,4.070000172,5.059999943,5.119999886,4.360000134,4.900000095,5.139999866,5.849999905,5.849999905,6.670000076,6.289999962,5.69299984
Latvia,20.02099991,19.67399979,20.23900032,21.22200012,20.18700027,20.93000031,14.89999962,14.46000004,13.78999996,14.21000004,13.81999969,13.82999992,12.06000042,11.71000004,10.02999973,7.03000021,6.050000191,7.739999771,17.51000023,19.47999954,16.20999908,15.05000019,11.86999989,10.85000038,9.869999886,9.640000343,9.072999954
"Macao SAR, China",3.00999999,2.299999952,2.099999905,2.5,3.599999905,4.300000191,3.089999914,4.460000038,6.309999943,6.869999886,6.389999866,6.28000021,6.130000114,4.889999866,4.159999847,3.74000001,3.029999971,3.029999971,3.579999924,2.839999914,2.559999943,1.970000029,1.820000052,1.700000048,1.809999943,1.906999946,1.976999998
Morocco,17.29999924,16,15.89999962,19.44400024,22.89999962,18.10000038,16.89999962,19.12000084,13.93999958,13.57999992,12.46000004,11.59000015,11.92000008,10.82999992,11.01000023,9.670000076,9.56000042,9.569999695,9.100000381,9.06000042,8.909999847,8.989999771,9.229999542,9.699999809,9.659999847,9.399999619,9.331999779
Moldova,8.468999863,8.184000015,8.265000343,7.394999981,8.44699955,10.86100006,10.93999958,11.02200031,11.13000011,8.470000267,7.28000021,6.800000191,7.949999809,8.170000076,7.289999962,7.380000114,5.070000172,3.980000019,6.400000095,7.449999809,6.679999828,5.579999924,5.099999905,3.859999895,3.690000057,4.179999828,4.453999996
Madagascar,5.80700016,5.81799984,5.820000172,5.811999798,5.81400013,5.815000057,5.815999985,5.813000202,5.809000015,5.800000191,5.349999905,4.93599987,4.519999981,3.434999943,2.299999952,2.607000113,2.915999889,3.227999926,3.525000095,3.839999914,2.246999979,0.600000024,0.893000007,1.18599999,1.799999952,1.796000004,1.797000051
Maldives,0.791999996,0.79400003,0.800999999,0.786000013,0.790000021,1.001000047,1.213000059,1.447000027,1.713999987,1.970000029,2.315999985,2.584000111,2.671000004,3.210999966,3.84100008,3.476000071,3.953999996,4.116000175,4.868000031,4.577000141,4.681000233,5.113999844,4.96600008,5.210000038,5.052999973,5.027999878,4.994999886
Middle East & North Africa,12.4701045,12.60999828,12.87255822,12.9566439,13.3900045,12.87215687,12.69279402,12.98157794,12.47053369,13.0388574,13.30596475,13.04762092,13.07103892,11.84697753,11.91469285,10.9949196,10.41471752,10.03029786,10.04593877,10.8225372,10.57726274,10.74797659,10.29051948,10.28705854,10.33182982,10.44076545,10.46485844
Mexico,3.049999952,3.099999905,3.210000038,4.25,6.889999866,5.25,4.059999943,3.569999933,2.49000001,2.559999943,2.539999962,2.869999886,2.960000038,3.660000086,3.559999943,3.569999933,3.650000095,3.900000095,5.380000114,5.329999924,5.190000057,4.920000076,4.940000057,4.829999924,4.340000153,3.880000114,3.500999928
Middle income,5.558401868,5.171393508,5.148705177,5.431495058,5.559860915,5.671686973,5.850315253,6.122662645,6.25760174,6.292304241,6.094683562,6.084814948,6.0055859,5.859348734,5.7702486,5.477991295,5.225386502,5.437608707,5.497276247,5.207188116,5.057985216,5.067846493,5.05993182,5.02781347,5.187986902,5.41761865,5.503494616
"Macedonia, FYR",35.99700165,35.94800186,36.12400055,36.04499817,35.47399902,36.28099823,36,34.5,32.40000153,32.20000076,30.52000046,31.94000053,36.68999863,37.15999985,37.25,36.02999878,34.93000031,33.75999832,32.18000031,32.02000046,31.37999916,31.02000046,29,28.03000069,26.06999969,23.71999931,22.94799995
Mali,3.073999882,3.078000069,3.085999966,3.092000008,3.094000101,3.099999905,3.099999905,3.900000095,4.702000141,5.493999958,6.303999901,7.089000225,7.889999866,8.75,9.532999992,10.32199955,11.71000004,10.85400009,9.98900032,8.069999695,6.900000095,7.099999905,7.300000191,6.380000114,7.730000019,7.813000202,7.910999775
Malta,6.414000034,6.886000156,7.022999763,7.462999821,6.112999916,7.183000088,6.894999981,7.302999973,7.072999954,6.320000172,7.110000134,6.900000095,7.489999771,7.320000172,6.920000076,6.800000191,6.46999979,5.980000019,6.889999866,6.849999905,6.380000114,6.309999943,6.389999866,5.800000191,5.389999866,4.699999809,4.256000042
Myanmar,0.890999973,0.907000005,0.893999994,0.893999994,0.896000028,0.89200002,0.887000024,0.884000003,0.893999994,0.89200002,0.883000016,0.875999987,0.870000005,0.861000001,0.851000011,0.838999987,0.825999975,0.796999991,0.791999996,0.785000026,0.782000005,0.781000018,0.778999984,0.774999976,0.769999981,0.782999992,0.79400003
Middle East & North Africa (excluding high income),13.18337277,13.21386356,13.66948973,13.93016005,14.66744924,14.09946854,13.86840941,14.20838817,13.50350139,14.16816921,14.46255955,14.08351334,14.08108321,12.66758525,12.83019067,11.81227447,11.27834453,10.9654976,10.95291383,12.02253661,11.77797948,12.10093246,11.60108686,11.65103695,11.8018314,11.94451296,12.0020586
Montenegro,29.52799988,29.0890007,29.15800095,31.60000038,30.2689991,29.79000092,30.34300041,30.24300003,31.52799988,29.7840004,30.48999977,30.48699951,30.48800087,30.35499954,30.30999947,24.41399956,19.39999962,17.14999962,19.09000015,19.68000031,19.70999908,19.72999954,19.5,18,17.52000046,17.71999931,16.0189991
Mongolia,9.612000465,9.671999931,8.600000381,9,5.5,6.699999809,7.699999809,5.900000095,4.699999809,4.599999905,4.599999905,5.80700016,6.800000191,3.599999905,3.299999952,3.200000048,7.199999809,5.559999943,5.860000134,6.550000191,4.769999981,3.900000095,4.230000019,4.800000191,4.860000134,7.239999771,6.959000111
Mozambique,25.05900002,22.72599983,22.65500069,22.44799995,22.20999908,22.40399933,22.39299965,22.24699974,22.06599998,21.87899971,21.85300064,21.6989994,21.56599998,21.63599968,21.70700073,21.77499962,21.82500076,21.9090004,22.0189991,22.16600037,22.34300041,22.54999924,23.26799965,25.29999924,25.29999924,25.15399933,25.04100037
Mauritania,9.840999603,10.84399986,10.83600044,10.81999969,10.81299973,10.78999996,10.75800037,10.72700024,10.6960001,10.65699959,10.61400032,10.56799984,10.51900005,10.47000027,10.42000008,10.3739996,10.33300018,10.2869997,10.24199963,10.18999958,10.14599991,10.10000038,10.0710001,10.04199982,10.02999973,10.1239996,10.18299961
Mauritius,10.05500031,8.18900013,9.204999924,9.873000145,9.590000153,7.853000164,7.257999897,6.619999886,8.760000229,5.403999805,6.800000191,7.199999809,7.699999809,8.489999771,9.619999886,9.140000343,8.529999733,7.21999979,7.489999771,7.690000057,7.909999847,8.149999619,8,7.71999979,7.920000076,7.300000191,7.160999775
Malawi,7.650000095,7.620999813,7.653999805,7.618999958,7.65899992,7.666999817,7.668000221,7.664000034,7.686999798,7.697000027,7.706999779,7.735000134,7.764999866,7.784999847,7.800000191,7.590000153,7.389999866,7.168000221,6.949999809,6.72300005,6.487999916,6.249000072,5.949999809,5.934000015,5.921999931,5.984000206,6.02699995
Malaysia,3.762000084,3.710000038,3,3.003000021,3.140000105,2.519999981,2.450000048,3.200000048,3.430000067,3,3.529999971,3.470000029,3.609999895,3.539999962,3.529999971,3.329999924,3.230000019,3.339999914,3.690000057,3.25,3.089999914,3.019999981,3.109999895,2.869999886,3.099999905,3.440000057,3.414999962
North America,7.190142818,7.875752294,7.37088738,6.530767404,5.986350215,5.817406702,5.351111456,4.883328966,4.554022621,4.272866882,4.98004364,5.972468931,6.154708205,5.703908781,5.255412986,4.797136044,4.769508539,5.8180645,9.153218047,9.461219257,8.794238395,7.98543899,7.346125802,6.250864714,5.458202213,5.102486099,4.655488196
Namibia,19.13999939,19.08099937,18.99900055,19.39999962,19.09900093,18.8409996,19.5,19.48999977,19.47599983,20.29999924,20.51099968,20.74099922,20.97500038,22.09000015,22.23800087,22.38400078,22.5529995,22.73399925,22.92000008,22.10000038,20.77700043,16.77000046,19.03000069,18.52000046,19.59199905,23.35000038,23.33499908
New Caledonia,18.97699928,19.13800049,19.16200066,19.07299995,18.88999939,18.63999939,18.0510006,17.32600021,16.73500061,16.25200081,15.70400047,15.32199955,14.94900036,16.30999947,15.77000046,15.21899986,14.64799976,14.07900047,13.97000027,14.19200039,14.35599995,14.48700047,14.65299988,14.59000015,14.57800007,14.62100029,14.75199986
Niger,4.96999979,4.989999771,5.022999763,5.058000088,5.090000153,4.520999908,3.930000067,3.328999996,2.721999884,2.121000051,1.470000029,1.881000042,2.290999889,2.698999882,3.099999905,2.947999954,2.400000095,1.901000023,1.396999955,0.888999999,0.319999993,0.314999998,0.319999993,0.319000006,0.321999997,0.331999987,0.340999991
Nigeria,5.269000053,5.272999763,4.43599987,4.428999901,4.421000004,4.427000046,4.422999859,4.414999962,4.401000023,4.395999908,4.399000168,4.402999878,4.396999836,4.396999836,4.303999901,4.215000153,4.130000114,4.047999859,3.970999956,3.898999929,3.825999975,3.760999918,3.700000048,4.559999943,4.309999943,7.059999943,7.043000221
Nicaragua,14.44999981,14.39999962,14.91699982,15.4289999,16.61000061,14.93000031,13.19999981,13.30000019,10.92000008,9.81000042,11.30000019,12.19999981,7.71999979,6.539999962,5.559999943,5.309999943,4.889999866,6.199999809,8.159999847,7.829999924,7.184000015,6.540999889,5.28000021,4.519999981,4.475999832,4.446000099,4.421999931
Netherlands,7.28000021,5.559999943,6.289999962,7.159999847,7.159999847,6.420000076,5.510000229,4.389999866,3.619999886,2.730000019,2.119999886,2.549999952,3.589999914,4.650000095,4.71999979,3.900000095,3.180000067,2.75,3.410000086,4.449999809,4.980000019,5.820000172,7.239999771,7.420000076,6.869999886,6.010000229,4.860000134
Norway,5.409999847,5.909999847,5.96999979,5.349999905,6.309999943,5.039999962,4.690000057,3.74000001,3.25,3.460000038,3.74000001,4.019999981,4.21999979,4.260000229,4.380000114,3.400000095,2.49000001,2.549999952,3.099999905,3.519999981,3.210000038,3.119999886,3.420000076,3.480000019,4.300000191,4.679999828,4.190999985
Nepal,4.425000191,4.537000179,4.563000202,4.43200016,4.59499979,4.5,3.789999962,3.085999966,1.850000024,1.761999965,1.705000043,1.703999996,1.597000003,1.524000049,1.478000045,1.424000025,1.368000031,1.340000033,1.743999958,2.119999886,2.532999992,2.89199996,3.299999952,3,3.101999998,3.062000036,2.736000061
