Country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
New Zealand,10.60999966,10.67000008,9.800000191,8.359999657,6.460000038,6.300000191,6.849999905,7.71999979,7.039999962,6.139999866,5.449999809,5.289999962,4.75,4.010000229,3.809999943,3.849999905,3.599999905,4.019999981,5.820000172,6.139999866,5.96999979,6.409999847,5.760000229,5.380000114,5.369999886,5.110000134,4.881000042
OECD members,6.742267187,7.244910093,7.71425213,7.770361059,7.496258844,7.328025354,7.027939903,6.916139546,6.701776248,6.274754016,6.287565653,6.827618018,6.973751231,6.90049791,6.618356022,6.050463434,5.595841882,5.91747384,8.082711838,8.292560145,7.927442173,7.923343636,7.866302897,7.340506308,6.751196144,6.315036884,5.84208081
Oman,18.48999977,18.23900032,17.69499969,17.12599945,16.82099915,17.27000046,18.10000038,18.64500046,19.11499977,19.83399963,19.7329998,19.43300056,19.3029995,19.25600052,19.14900017,19.43600082,19.35899925,19.28000069,18.81200027,18.24699974,17.88800049,17.87599945,17.14100075,16.4109993,15.83199978,15.82299995,15.9989996
Other small states,12.25977552,12.30491857,13.48367692,13.81943655,14.41090466,13.80405255,14.2163143,14.56530941,12.93732215,12.16106893,12.92813764,13.53102835,13.37468108,13.8601547,13.36482072,12.28303766,11.90284738,11.55544254,11.93463105,11.20025401,11.05168182,10.34503713,10.65572913,10.45580553,10.45733519,10.69739605,10.54273369
Pakistan,5.849999905,5.179999828,4.28000021,4.260000229,5.03000021,5.369999886,5.809999943,5.699999809,5.889999866,7.159999847,7.820000172,7.829999924,8.270000458,7.400000095,7.690000057,6.090000153,5.099999905,4.980000019,5.460000038,0.649999976,0.800000012,1.840999961,2.950000048,1.830000043,3.569999933,3.844000101,4.044000149
Panama,16.12000084,14.67000008,13.26000023,14,14.01000023,14.31999969,13.36999989,13.60000038,11.75,13.52999973,14.71000004,14.10999966,13.61999989,12.43999958,10.32999992,9.109999657,6.78000021,5.849999905,6.559999943,6.519999981,4.480000019,4.050000191,4.099999905,4.820000172,4.53000021,5.489999771,5.561999798
Peru,5.947999954,6.380000114,5.486999989,4.887000084,5.184000015,4.697000027,5.111999989,5.010000229,5.281000137,5.782000065,6.44299984,6.051000118,5.920000076,4.900000095,4.860000134,4.260000229,4.190000057,4.059999943,3.900000095,3.480000019,3.440000057,3.109999895,3.24000001,2.960000038,3,3.529999971,3.674999952
Philippines,3.842000008,3.835000038,3.826999903,3.829999924,3.808000088,3.79399991,3.763999939,3.726000071,3.734999895,3.729000092,3.700000048,3.651000023,3.529999971,3.549999952,3.799999952,4.050000191,3.430000067,3.720000029,3.859999895,3.609999895,3.589999914,3.5,3.5,3.599999905,3.039999962,2.710000038,2.78399992
Papua New Guinea,3.039999962,3.036000013,3.019000053,2.967000008,2.915999889,2.970000029,2.90899992,2.969000101,2.944999933,2.920000076,2.836999893,2.753999949,2.670000076,2.545000076,2.460999966,2.352999926,2.29399991,2.135999918,2.072000027,2,2.619999886,2.631999969,2.621999979,2.654000044,2.638000011,2.64199996,2.661999941
Poland,12.97200012,13.31999969,14,14.43999958,13.34000015,12.35000038,10.96000004,9.93999958,12.28999996,16.30999947,18.37000084,19.88999939,19.37000084,19.06999969,17.75,13.84000015,9.600000381,7.119999886,8.170000076,9.640000343,9.630000114,10.09000015,10.32999992,8.989999771,7.5,6.159999847,4.954999924
Pre-demographic dividend,7.814336643,7.794525807,7.740817889,7.630720222,7.487005754,7.647782873,7.588592925,7.569894856,7.564173505,7.531186455,7.544132825,7.311454473,7.401164251,7.39444486,7.148974183,7.080928459,6.915111138,6.752380128,6.595593575,6.512679805,6.19145636,5.994302989,5.949051773,6.057816466,6.044174437,6.550227151,6.569589764
Puerto Rico,16.18000031,16.93000031,16.90999985,14.56000042,13.93000031,13.64000034,13.80000019,13.46000004,11.81000042,10.07999992,11.34000015,11.93999958,11.77999973,10.31000042,11.35000038,11.01000023,10.93000031,11.47999954,15,16.37000084,15.94999981,14.47999954,14.30000019,13.90999985,12,11.77999973,11.66899967
"Korea, Dem. People’s Rep.",8.06000042,8.345999718,7.789000034,7.013000011,7.436999798,4.938000202,4.874000072,4.681000233,4.443999767,4.540999889,4.421000004,4.5,4.501999855,4.512000084,4.46600008,4.605000019,4.600999832,4.46999979,4.581999779,4.561999798,4.515999794,4.493000031,4.492000103,4.480999947,4.522999763,4.721000195,4.776000023
Portugal,3.920000076,3.980000019,5.300000191,6.710000038,7.059999943,7.300000191,6.570000172,4.650000095,4.599999905,3.819999933,3.829999924,4.5,6.130000114,6.320000172,7.579999924,7.650000095,7.960000038,7.550000191,9.430000305,10.77000046,12.68000031,15.52999973,16.18000031,13.89000034,12.43999958,11.06999969,9.032999992
Paraguay,5.099999905,5.269999981,5.059999943,4.409999847,3.400000095,8.149999619,5.360000134,5.300000191,9.399999619,7.610000134,7.599999905,10.76000023,8.06000042,7.400000095,5.800000191,6.699999809,5.619999886,5.590000153,5.460000038,4.570000172,4.670000076,4.090000153,4.380000114,5.03000021,4.559999943,5.25,5.796999931
West Bank and Gaza,24.1060009,24.05500031,24.05500031,24.07799911,24.26499939,23.79999924,20.29999924,14.56999969,11.60999966,14.22000027,24.94000053,30.68000031,24.45000076,26.78000069,23.45999908,23.57999992,21.38999939,25.98999977,24.54999924,23.72999954,20.94000053,22.96999931,23.39999962,26.95000076,25.89999962,27.03000069,27.85199928
Pacific island small states,4.478663016,4.19447501,4.463768499,4.423853079,4.300026958,4.507888856,4.708430575,4.975433812,5.257827906,5.421634129,5.657046949,5.798905053,5.723298376,3.942542585,3.805831339,4.570089002,5.482783847,5.703483177,5.612324631,5.760003266,5.85815665,5.976525741,5.313539682,4.654402453,4.608351838,4.647543999,4.649007943
Post-demographic dividend,6.693459454,7.206169668,7.658678834,7.628463631,7.242351411,7.321080203,7.187289962,7.258768692,6.985241632,6.436384623,6.276589211,6.642790856,6.761379445,6.57484266,6.273475551,5.857725245,5.452998798,5.795360068,7.951310168,8.242236144,7.965651912,8.021480346,7.929720821,7.402926973,6.797372189,6.349793626,5.866960961
French Polynesia,13.88099957,13.76000023,13.55099964,13.31400013,13.11999989,12.89999962,12.50699997,12.05500031,11.66399956,11.38500023,11.21199989,11.71000004,11.77600002,11.84200001,11.82400036,11.83100033,11.73999977,13.77400017,15.80200005,17.96800041,20.00900078,21.79000092,21.65299988,21.49300003,21.37100029,20.99099922,20.77300072
Qatar,3.881000042,4.210999966,3.756999969,3.719000101,3.621999979,3.701999903,4.093999863,4.261000156,4.414999962,4.921999931,5.387000084,4.669000149,3.776000023,2.056999922,1.567000031,1.360999942,0.565999985,0.344000012,0.349999994,0.442999989,0.566999972,0.456999987,0.294,0.216999993,0.165000007,0.148000002,0.158000007
Romania,8.135000229,8.260000229,8.305999756,8.170000076,8.010000229,6.739999771,5.510000229,5.630000114,6.239999771,6.96999979,6.559999943,8.109999657,6.949999809,7.71999979,7.170000076,7.269999981,6.409999847,5.789999962,6.860000134,6.960000038,7.179999828,6.789999962,7.099999905,6.800000191,6.809999943,5.900000095,5.211999893
Russian Federation,5.718999863,5.309999943,5.909999847,8.079999924,9.659999847,9.859999657,11.81000042,13.39000034,13.52999973,10.57999992,8.979999542,7.920000076,8.229999542,7.78000021,7.170000076,7.159999847,6.099999905,6.320000172,8.420000076,7.369999886,6.539999962,5.440000057,5.460000038,5.159999847,5.570000172,5.537000179,5.172999859
Rwanda,0.300000012,0.358999997,0.412999988,0.467999995,0.523000002,0.560000002,0.612999976,0.666000009,0.720000029,0.774999976,0.829999983,0.889999986,1.154000044,1.427000046,1.69599998,1.960999966,2.221999884,2.486999989,2.739000082,2.997999907,3.253999949,3.440000057,2.272000074,1.169999957,1.164999962,1.231999993,1.297000051
South Asia,4.109861018,3.95430338,3.927010145,3.849405006,3.917178666,4.020878274,4.238571246,4.217988291,4.214842399,4.510119409,4.588635094,4.669425516,4.673961035,4.673035601,4.686076793,4.36450295,4.149073412,4.214274851,4.046810088,3.301768064,3.334540659,3.525772462,3.58762649,3.440419326,3.674427717,3.702249822,3.727742795
Saudi Arabia,7.854000092,7.199999809,6.005000114,5.204999924,4.452000141,4.171000004,3.720000029,3.246999979,4.349999905,4.570000172,4.619999886,5.269999981,5.559999943,5.820000172,6.050000191,6.25,5.730000019,5.079999924,5.380000114,5.550000191,5.769999981,5.519999981,5.570000172,5.71999979,5.590000153,5.860000134,5.71600008
Sudan,14.06499958,13.40299988,13.93400002,13.66899967,13.75699997,14.03499985,14.15600014,13.77099991,13.72200012,13.89999962,13.79599953,13.54899979,13.63300037,13.44400024,12.95699978,13.41699982,13.33500004,12.93799973,13,12.88399982,12.72599983,12.68999958,12.95400047,12.74800014,12.85400009,12.81499958,12.79899979
Senegal,5.664000034,5.666999817,5.669000149,5.666999817,5.669000149,5.669000149,5.671999931,5.675000191,5.673999786,5.668000221,5.663000107,5.650000095,6.756999969,7.854000092,8.949000359,10.02999973,10.07400036,10.11499977,10.16300011,10.22299957,10.35999966,9.024999619,7.688000202,6.356999874,4.849999905,4.847000122,4.84499979
Singapore,2.180000067,3.089999914,3.069999933,3.029999971,3.299999952,3.569999933,2.5,3.410000086,4.849999905,3.700000048,3.75999999,5.650000095,5.929999828,5.840000153,5.590000153,4.480000019,3.900000095,3.960000038,4.380000114,3.170000076,2.960000038,2.880000114,2.789999962,2.799999952,1.690000057,1.799999952,2.023999929
Solomon Islands,2.246999979,2.28399992,2.246000051,2.27699995,2.282999992,2.21600008,2.191999912,2.194000006,2.167000055,2.142999887,2.144000053,2.141000032,2.184000015,2.174999952,2.176000118,2.108999968,2.105999947,2.092999935,2.019999981,2.071000099,2.08100009,2.039000034,2.032000065,2.032999992,2.036999941,2.04399991,2.049999952
Sierra Leone,3.382999897,3.394000053,3.391000032,3.390000105,3.398999929,3.403000116,3.403000116,3.394000053,3.397000074,3.391000032,3.390000105,3.38499999,3.385999918,3.420000076,3.576999903,3.726000071,3.868999958,4.006999969,4.139999866,4.269000053,4.393000126,4.513000011,4.630000114,4.679999828,4.703000069,4.59800005,4.47300005
El Salvador,7.53000021,7.880000114,9.93999958,7.679999828,7.650000095,7.679999828,7.980000019,7.099999905,6.679999828,6.960000038,6.960000038,5.730000019,6.260000229,6.050000191,7.21999979,6.570000172,6.409999847,5.880000114,7.329999924,4.889999866,4.300000191,3.849999905,3.690000057,4.159999847,4,4.420000076,4.515999794
Somalia,5.929999828,5.934999943,5.920000076,5.927000046,5.906000137,5.893000126,5.889999866,5.870999813,5.860000134,5.856999874,5.855000019,5.857999802,5.864999771,5.876999855,5.890999794,5.914000034,5.936999798,5.960999966,5.984000206,6.006999969,6.027999878,6.044000149,6.058000088,6.071000099,6.080999851,6.024000168,5.979000092
Serbia,12.62800026,12.48499966,12.61299992,13.61999989,13.39999962,13.19999981,13.80000019,13.69999981,13.69999981,12.60000038,12.80000019,13.80000019,15.19999981,18.5,20.85000038,20.85000038,18.05999947,13.63000011,16.10000038,19.21999931,22.96999931,24,22.14999962,19.21999931,17.92000008,15.26000023,14.10499954
Sub-Saharan Africa (excluding high income),8.318187645,8.306877294,7.886003821,7.606383605,7.544149508,7.924771645,8.186576881,8.430517052,8.580298829,8.378514574,8.42533248,8.327251124,8.185839731,7.929612024,7.657339146,7.462754167,7.37214554,7.280318816,7.290596429,7.268275826,7.046325815,6.837399931,6.70508488,6.78040793,6.787879877,7.274706723,7.344829084
South Sudan,11.94799995,11.6420002,11.80700016,11.76099968,12.2489996,12.2159996,12.31599998,12.06499958,12.07900047,12.03299999,12.11600018,12.21100044,12.01000023,12.18299961,12.17199993,12.14500046,12.20699978,12.14999962,12.11400032,12.14400005,11.66800022,11.27600002,12.92700005,12.17399979,11.99400043,11.54199982,11.54300022
Sub-Saharan Africa,8.318187645,8.306877294,7.886003821,7.606383605,7.544149508,7.924771645,8.186576881,8.430517052,8.580298829,8.378514574,8.42533248,8.327251124,8.185839731,7.929612024,7.657339146,7.462754167,7.37214554,7.280318816,7.290596429,7.268275826,7.046325815,6.837399931,6.70508488,6.78040793,6.787879877,7.274706723,7.344829084
Small states,12.82372854,12.82100668,13.76526195,13.77630954,14.09375577,13.57048527,13.8343902,13.97473298,12.76368622,12.11903888,12.46118716,12.88736391,12.54884169,12.61094454,12.18704136,11.15429944,10.84189778,10.70161101,11.24807429,10.86844851,10.74331538,10.3620766,10.62520055,10.31321555,10.27103588,10.44174714,10.27460969
Sao Tome and Principe,14.43099976,14.39099979,14.33399963,14.31299973,14.3380003,14.34700012,14.41100025,14.48600006,14.49800014,14.42000008,15.72999954,17.62999916,16.36000061,16.12000084,16.46999931,16.64999962,16.13299942,15.65699959,15.14999962,14.60200024,13.99400043,13.59000015,13.47500038,13.37300014,13.29699993,13.35299969,13.39099979
Suriname,21.625,17.28000069,15.64000034,12.69999981,8.390000343,10.88000011,10.56000042,10.63000011,13.60000038,12.79599953,10.87899971,10.75199986,9.74600029,9.489999771,9.803999901,9.336000443,9.19699955,9.102999687,9.020000458,7.559999943,6.927999973,6.289000034,4.840000153,6.940000057,7.21999979,8.175000191,8.123999596
Slovak Republic,12.19499969,12.3760004,12.19999981,13.64999962,13.10999966,11.34000015,11.89000034,12.18999958,15.94999981,19.05999947,19.37999916,18.71999931,17.12000084,18.60000038,16.26000023,13.36999989,11.14000034,9.510000229,12.02999973,14.38000011,13.61999989,13.96000004,14.22000027,13.18000031,11.47999954,9.670000076,7.900000095
Slovenia,7.079999924,7.721000195,8.510000229,8.239999771,7.150000095,6.909999847,6.650000095,7.389999866,7.320000172,6.920000076,5.679999828,5.920000076,6.480000019,6.010000229,6.510000229,5.949999809,4.820000172,4.369999886,5.860000134,7.239999771,8.170000076,8.840000153,10.10000038,9.670000076,8.960000038,8,6.861999989
Sweden,3.24000001,5.71999979,9.329999924,9.579999924,8.899999619,9.550000191,10.35999966,8.93999958,7.610000134,5.46999979,3.980000019,3.99000001,4.880000114,5.519999981,7.670000076,7.050000191,6.119999886,6.179999828,8.300000191,8.579999924,7.769999981,7.960000038,8.010000229,7.920000076,7.400000095,6.989999771,6.755000114
Swaziland,22.02400017,21.92700005,21.81599998,21.71899986,21.64999962,21.84600067,22.5,22.44599915,22.37899971,22.29500008,22.25200081,22.20299911,22.16300011,22.12999916,22.09399986,22.0189991,28.23999977,28.12999916,27.97500038,27.79199982,27.5340004,27.23200035,26.91300011,26.61199951,26.33200073,26.34799957,26.39599991
Syrian Arab Republic,6.75,7.170000076,7.400000095,7.5,7.199999809,11.81900024,15.19999981,10.10200024,7.599999905,2.299999952,11.19999981,11.68000031,10.27999973,10.84700012,9.852999687,8.170000076,8.420000076,10.92000008,8.140000343,8.609999657,14.89999962,14.53199959,14.41499996,14.43200016,14.56499958,14.98799992,15.17300034
Chad,5.449999809,5.459000111,5.471000195,5.519999981,5.522999763,5.559000015,5.592999935,5.616000175,5.605999947,5.617000103,5.679999828,5.684999943,5.714000225,5.737999916,5.718999863,5.702000141,5.71600008,5.717000008,5.718999863,5.745999813,5.699999809,5.703999996,5.69299984,5.68200016,5.659999847,5.784999847,5.886000156
East Asia & Pacific (IDA & IBRD countries),4.340294687,3.919484704,3.901694983,3.933790257,4.11198457,4.148381151,4.261593982,4.514291364,4.555002482,4.369945154,4.375856647,4.275772529,4.171384904,4.21524263,4.205573272,4.093902975,3.955448105,4.299857655,4.159311302,3.998556985,4.013488094,4.009288342,4.051157827,4.052274774,4.105166134,4.095250517,4.132198748
Europe & Central Asia (IDA & IBRD countries),7.452202867,7.264092638,7.629439842,8.743981702,9.246576164,9.58000446,10.30087036,11.04763872,11.58093764,10.70484831,10.35643355,10.22831821,10.07480007,9.857600219,9.275553227,8.588953301,7.591729273,7.389671229,9.02645165,8.603989975,8.073225573,7.592609081,7.638936122,7.67465933,7.637709948,7.439417268,7.171109186
Togo,1.901000023,1.901000023,1.901000023,1.909000039,1.909999967,1.90199995,1.90199995,1.894999981,1.89199996,1.88499999,1.881000042,1.878000021,1.876000047,1.871000051,1.866000056,1.863999963,1.861999989,1.860999942,1.860999942,1.860000014,1.860000014,1.853999972,1.850000024,1.845999956,1.842000008,1.842000008,1.843999982
Thailand,2.720000029,1.389999986,1.50999999,1.350000024,1.139999986,1.070000052,0.870000005,3.400000095,2.960000038,2.390000105,2.599999905,1.820000052,1.539999962,1.50999999,1.350000024,1.220000029,1.179999948,1.179999948,1.49000001,0.620000005,0.660000026,0.579999983,0.49000001,0.579999983,0.600000024,0.936999977,1.082999945
Tajikistan,7.625,6.600999832,6.859000206,7.197999954,7.527999878,11.28100014,11.52999973,11.22200012,11.66800022,11.30799961,11.07499981,11.46100044,11.4090004,11.3739996,11.19299984,11.1239996,11.20600033,11.1260004,11.5,11.72099972,11.15799999,10.75,10.60599995,10.47299957,10.36299992,10.3039999,10.28100014
Turkmenistan,2.805000067,2.47300005,2.503999949,2.621999979,2.752000093,4.040999889,4.244999886,3.982000113,3.984999895,3.892999887,3.815000057,3.940999985,3.913000107,3.924999952,3.812999964,3.808000088,3.834000111,3.752000093,3.938999891,4,3.746999979,3.665999889,3.630000114,3.576999903,3.575000048,3.479000092,3.401000023
Latin America & the Caribbean (IDA & IBRD countries),7.610380856,6.213253344,6.192244718,8.201371693,7.660002514,8.021699638,7.796346705,8.237200858,9.187249443,10.728714,8.936594333,9.299834524,9.160466793,8.491871082,8.098942469,7.503510419,6.980807983,7.457431979,7.576238865,7.303260095,6.486511439,6.492719629,6.34497344,6.144198158,6.620113322,7.853834811,8.311115412
Timor-Leste,10.47799969,10.26900005,10.06299973,9.869000435,9.720000267,9.57199955,9.512999535,9.395999908,9.251000404,9.892999649,9.899999619,8.803999901,8.30300045,7.747000217,7.18200016,6.204999924,6.699999809,5.684999943,4.734000206,3.299999952,3.260999918,3.23300004,3.230999947,3.26699996,3.295000076,3.365999937,3.430999994
Middle East & North Africa (IDA & IBRD countries),13.10919972,13.13878967,13.59624137,13.85808132,14.59793971,14.02779117,13.82010587,14.20567871,13.51755518,14.16778487,14.38465022,13.96181014,14.003101,12.55837898,12.74721552,11.71819306,11.19472408,10.83526433,10.83720401,11.92243557,11.694245,11.99760721,11.48647955,11.49368021,11.65070659,11.78047244,11.82604074
Tonga,1.434999943,1.345999956,1.299999952,1.68599999,2.095999956,2.479000092,2.887000084,3.364000082,3.792999983,4.223999977,4.632999897,5,5.179999828,4.072999954,2.96600008,1.090000033,1.085999966,1.087000012,1.078999996,1.075000048,1.070000052,1.06400001,1.078999996,1.105000019,1.113000035,1.143000007,1.171000004
South Asia (IDA & IBRD),4.109861018,3.95430338,3.927010145,3.849405006,3.917178666,4.020878274,4.238571246,4.217988291,4.214842399,4.510119409,4.588635094,4.669425516,4.673961035,4.673035601,4.686076793,4.36450295,4.149073412,4.214274851,4.046810088,3.301768064,3.334540659,3.525772462,3.58762649,3.440419326,3.674427717,3.702249822,3.727742795
Sub-Saharan Africa (IDA & IBRD countries),8.318187645,8.306877294,7.886003821,7.606383605,7.544149508,7.924771645,8.186576881,8.430517052,8.580298829,8.378514574,8.42533248,8.327251124,8.185839731,7.929612024,7.657339146,7.462754167,7.37214554,7.280318816,7.290596429,7.268275826,7.046325815,6.837399931,6.70508488,6.78040793,6.787879877,7.274706723,7.344829084
Trinidad and Tobago,18.52000046,19.65999985,19.80999947,18.44000053,17.21999931,16.25,15.01000023,14.21000004,13.11999989,12.10000038,10.88000011,10.39000034,10.47999954,8.329999924,7.949999809,6.269999981,5.539999962,4.630000114,5.28000021,5.929999828,4.659999847,5.039999962,3.589999914,3.309999943,3.390000105,4.373000145,4.842000008
Tunisia,16.62999916,16.70299911,16.29999924,16.29000092,16.05400085,16.15600014,15.93999958,17.2670002,16,15.69999981,15.10000038,15.30000019,14.51000023,14.23999977,12.86999989,12.51000023,12.35999966,12.43999958,13.28999996,13.05000019,18.32999992,17.62999916,15.93000031,15.05799961,15.22000027,15.51000023,15.24199963
Turkey,8.210000038,8.510000229,8.960000038,8.579999924,7.639999866,6.630000114,6.840000153,6.889999866,7.690000057,6.489999771,8.380000114,10.35999966,10.53999996,10.84000015,10.64000034,8.720000267,8.869999886,9.710000038,12.55000019,10.65999985,8.800000191,8.149999619,8.729999542,9.880000114,10.23999977,10.84000015,11.26299953
Tanzania,3.599999905,3.732000113,3.864000082,3.994999886,4.126999855,4.263999939,4.392000198,4.522999763,4.657000065,4.785999775,5.099999905,3.599999905,3.880000114,4.164999962,4.443999767,4.659999847,4.041999817,3.506000042,2.5,2.973999977,3.470000029,3.240999937,2.930000067,2.119999886,2.118000031,2.167999983,2.214999914
Uganda,0.939999998,0.920000017,1.177000046,1.43599999,1.69599998,1.952999949,2.211999893,2.474999905,2.74000001,2.996000051,3.265000105,3.49000001,3.200000048,2.546000004,1.899999976,2.467000008,3.036999941,3.60800004,4.159999847,4.006000042,3.849999905,3.549999952,1.909999967,1.907999992,1.904999971,2.00999999,2.104000092
Ukraine,5.762000084,5.493999958,5.18200016,5.249000072,5.619999886,7.650000095,8.930000305,11.31999969,11.59000015,11.63000011,10.94999981,9.630000114,9.06000042,8.590000153,7.179999828,6.809999943,6.349999905,6.360000134,8.840000153,8.100000381,7.860000134,7.53000021,7.170000076,9.270000458,9.140000343,9.350000381,9.454999924
Upper middle income,6.142981904,5.568745474,5.504983061,5.988345212,6.100541621,6.231415589,6.341287004,6.740776206,6.960757803,6.936488632,6.545025724,6.47525798,6.375543929,6.124847328,5.915355367,5.622322908,5.277409086,5.722967358,5.923190538,5.750662096,5.560439492,5.601422894,5.591684185,5.588861649,5.763711197,6.125025776,6.269071024
Uruguay,8.949999809,8.960000038,8.350000381,9.039999962,10.02000046,11.93000031,11.43999958,9.779999733,11.28999996,13.32999992,14.89999962,16.90999985,16.35000038,13.13899994,12.19999981,10.56000042,9.149999619,7.699999809,7.300000191,7.159999847,6.309999943,6.449999809,6.440000057,6.550000191,7.489999771,7.840000153,8.130999565
United States,6.829999924,7.5,6.920000076,6.099999905,5.599999905,5.400000095,4.940000057,4.510000229,4.21999979,3.99000001,4.730000019,5.78000021,5.989999771,5.53000021,5.079999924,4.619999886,4.619999886,5.78000021,9.25,9.630000114,8.949999809,8.069999695,7.380000114,6.170000076,5.28000021,4.869999886,4.438000202
Uzbekistan,6.552999973,6.313000202,6.478000164,6.40899992,6.521999836,8.319999695,8.270999908,8.274999619,8.270000458,8.277000427,8.274999619,8.282999992,8.286000252,8.25399971,8.26099968,8.255999565,8.229000092,8.227999687,8.222999573,8.192000389,8.156999588,8.11400032,8.06400013,8.003000259,7.93900013,7.513999939,7.176000118
St. Vincent and the Grenadines,19.77000046,18.93899918,19.45000076,20.3029995,18.92900085,19.87999916,19.32099915,19.14800072,19.5720005,19.60899925,21.10000038,19.78499985,19.22299957,19.07799911,18.8939991,17.95599937,18.01399994,18.79999924,18.84199905,18.81599998,18.50300026,18.18099976,17.88400078,18.22800064,17.98800087,18.21100044,18.28499985
"Venezuela, RB",9.479999542,7.690000057,6.619999886,8.640000343,10.23999977,11.77000046,11.35000038,11.14999962,14.51000023,13.22999954,12.77999973,16.17000008,16.78000069,13.93999958,11.35000038,9.329999924,7.46999979,6.849999905,8.050000191,8.449999809,7.840000153,7.409999847,7.789999962,6.949999809,6.820000172,7.861999989,8.06099987
Virgin Islands (U.S.),8.43999958,8.395000458,7.28399992,9.105999947,8.347000122,7.919000149,8.449999809,7.392000198,7.907999992,6.447000027,7.467999935,6.073999882,8.074999809,7.696000099,7.684000015,7.294000149,7.193999767,7.414999962,8.034999847,7.306000233,8.111000061,8.465999603,7.888999939,7.452000141,7.342000008,7.237999916,7.132999897
Vietnam,2.042999983,2.036999941,2.007999897,1.983999968,1.957999945,1.929999948,2.869999886,2.289999962,2.329999924,2.25999999,2.75999999,2.119999886,2.25,2.140000105,2.299000025,2.448999882,2.595999956,2.380000114,2.609999895,2.640000105,2.019999981,1.769999981,1.950000048,1.870000005,2.119999886,2.099999905,2.052999973
Vanuatu,5.526000023,5.522999763,5.500999928,5.572000027,5.478000164,5.511000156,5.554999828,5.515999794,5.520999908,5.597000122,5.519999981,5.540999889,5.623000145,5.611000061,5.611999989,5.617000103,5.558000088,5.539999962,5.460000038,5.402999878,5.369999886,5.343999863,5.31400013,5.287000179,5.263999939,5.267000198,5.224999905
World,5.82408985,5.636347691,5.709953605,5.90985124,5.923222293,6.00680387,6.098728316,6.292225588,6.369172067,6.315059352,6.159382117,6.226077935,6.189090439,6.045321927,5.913908139,5.6017567,5.318122918,5.526707496,5.942828291,5.781210581,5.60571362,5.609050329,5.577684628,5.439857589,5.450925679,5.543634161,5.520819783
Samoa,2.099999905,2.430000067,2.678999901,2.990999937,3.230999947,3.476000071,3.664000034,3.894000053,4.090000153,4.34800005,4.960000038,4.212999821,3.477999926,2.743999958,2.061000109,1.289999962,2.154000044,3.055999994,3.895999908,4.78399992,5.679999828,8.75,8.812999725,8.720000267,8.76099968,8.487000465,8.206000328
"Yemen, Rep.",8.545999527,8.49600029,8.300999641,8.340000153,8.87899971,9.48900032,10.15699959,10.82900047,11.46000004,12.77200031,13.7840004,14.88300037,15.91499996,16.22999954,16.04999924,15.69999981,15.32999992,14.97000027,14.63000011,17.81999969,15.38300037,15.01500034,14.31599998,13.47000027,13.07400036,13.48999977,13.76799965
South Africa,29.42200089,30.30400085,24.38100052,20,16.89999962,21,22.89999962,25,25.37000084,23.27000046,25.37000084,27.18000031,27.12000084,24.67000008,23.84000015,22.62000084,22.32999992,22.43000031,23.54000092,24.69000053,24.64999962,24.72999954,24.56999969,24.89999962,25.15999985,26.54999924,27.71800041
Zambia,18.89999962,19.38800049,19.70000076,18.5,17.2840004,15,13.42599964,12,12.49199963,12.93000031,12.42599964,11.91100025,11.40200043,10.88500023,10.36699963,9.770999908,9.178999901,7.929999828,10.61499977,13.18999958,9.989999771,7.849999905,7.815999985,7.782999992,7.75,7.77699995,7.791999817
Zimbabwe,4.995999813,4.973999977,4.986000061,5,5.5,6.018000126,6.929999828,6.572000027,6,5.708000183,5.368999958,4.972000122,4.554999828,4.389999866,4.543000221,4.686999798,4.822000027,4.940999985,5.122000217,5.269000053,5.369999886,5.369999886,5.303999901,5.245999813,5.191999912,5.179999828,5.15899992
